make,model,year_start,year_end,key_type,fcc_status,chip_status,battery_status,blank_status,freq_status
Dodge,"Ram Proximity",2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram Proximity",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram Proximity",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Smart Remotes",2021,2021,"Smart Key",OK,MISSING,MISSING,MISSING,MISSING
Dodge,"Smart Remotes",2022,2022,"Smart Key",OK,MISSING,MISSING,MISSING,MISSING
Ford,Bronco,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Bronco,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Bronco,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Bronco,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Bronco 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Bronco 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2016,2016,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2017,2017,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2018,2018,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,C-Max,2019,2019,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,"C-Max Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"C-Max Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"C-Max Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,EcoSport,2018,2018,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,EcoSport,2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,EcoSport,2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,EcoSport,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,EcoSport,2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"EcoSport 1-Way",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"EcoSport 1-Way",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"EcoSport 1-Way",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"EcoSport 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"EcoSport 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"EcoSport 1-Way",2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Econoline,2015,2015,Standard,OK,MISSING,OK,MISSING,OK
Ford,Econoline,2016,2016,Standard,OK,MISSING,OK,MISSING,OK
Ford,"Econoline Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Econoline Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Econoline Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Econoline Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Econoline Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Econoline Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Ecosport Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Ecosport Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Ecosport Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,Edge,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Edge,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 1-Way",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 1-Way",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 1-Way",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 1-Way",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 2-Way PEPS",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 2-Way PEPS",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 2-Way PEPS",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 2-Way PEPS",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 2-Way PEPS",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 2-Way PEPS",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge 80 Bit",2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge ST",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge ST",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge ST",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge ST",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge ST",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge ST",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Edge Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Edge Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Edge Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Edge Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Edge Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Edge Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,Escape,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2016,2016,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2017,2017,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2018,2018,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2019,2019,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Escape,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Escape 1-Way",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Escape 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Escape 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Escape 1-Way",2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Escape 1-Way",2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Escape Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Escape Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Escape Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Escape Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Escape Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Escape Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,Expedition,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2016,2016,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2017,2017,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Expedition,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Expedition 2-Way PEPS",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Expedition 2-Way PEPS",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Expedition 2-Way PEPS",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Expedition 2-Way PEPS",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Expedition 2-Way PEPS",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2017,2017,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2018,2018,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,Explorer,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer  Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Explorer 1-Way",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 1-Way",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 1-Way",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 2-Way PEPS",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 2-Way PEPS",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 2-Way PEPS",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 2-Way PEPS",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 2-Way PEPS",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer 80 Bit",2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer ST",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer ST",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer ST",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer ST",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer ST",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"Explorer Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Explorer Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Explorer Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Explorer Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"Explorer Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,F-150,2015,2017,"Smart Key",OK,OK,OK,OK,OK
Ford,F-150,2018,2024,"Smart Key",OK,OK,OK,OK,OK
Ford,F-150,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F-150,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F-150 Remote",2024,2024,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-150 Remote",2025,2025,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-250 Remote",2023,2023,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-250 Remote",2024,2024,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-250 Remote",2025,2025,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-350 Remote",2023,2023,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-350 Remote",2024,2024,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-350 Remote",2025,2025,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-450 Remote",2023,2023,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-450 Remote",2024,2024,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-450 Remote",2025,2025,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-550 Remote",2023,2023,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-550 Remote",2024,2024,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-550 Remote",2025,2025,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-600 Remote",2023,2023,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-600 Remote",2024,2024,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-600 Remote",2025,2025,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-750 Remote",2024,2024,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,"F-750 Remote",2025,2025,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2015,2015,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2017,2017,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2018,2018,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F150,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 1-Way",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 1-Way",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 1-Way",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 1-Way",2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 1-Way",2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 Lightning",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 Lightning",2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 Raptor",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 Raptor",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 Raptor",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F150 Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F150 Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F150 Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F150 Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F150 Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F150 Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,F250,2015,2015,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2017,2017,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2018,2018,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F250,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 1-Way",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 1-Way",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 1-Way",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 1-Way",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 1-Way",2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 1-Way",2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 80 Bit",2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 80 Bit",2016,2016,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,"F250 Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F250 Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F250 Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F250 Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F250 Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F250 Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,F350,2015,2015,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2017,2017,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2018,2018,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F350,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 1-Way",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 1-Way",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 1-Way",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 1-Way",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 1-Way",2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 1-Way",2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 80 Bit",2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 80 Bit",2016,2016,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,"F350 Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F350 Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F350 Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,"F350 Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Ford,F450,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2018,2018,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F450,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 1-Way",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 1-Way",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 1-Way",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 1-Way",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 1-Way",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 1-Way",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 1-Way",2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 1-Way",2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 80 Bit",2015,2015,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,"F450 80 Bit",2016,2016,"Remote Head Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2018,2018,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Ford,F550,2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
