video_id,title,category,tool,makes,models,year_start,year_end,source_count,youtube_url
-V93etacytY,2021 Jeep Wrangler 4XE JL SGW Cable Install,bypass,,Jeep,Wrangler|GLE,2021,2021,2,https://www.youtube.com/watch?v=-V93etacytY
pakAz1x14_w,Jeep Wrangler 2020 Proximity with security gateway bypass tutorial,bypass,,Jeep,Wrangler|GLE,2020,2020,1,https://www.youtube.com/watch?v=pakAz1x14_w
AkuGwWZ2nVs,"Diagnosing 2018+ FCA (Dodge, Chrysler, Jeep etc) with Security Gateway Module using YOUCANIC Scanner",bypass,,Jeep|Dodge|Chrysler,,2018,2018,2,https://www.youtube.com/watch?v=AkuGwWZ2nVs
4xxMkw0UNdc,"2018+ RAM, DODGE, JEEP, CHRYSLER, BYPASS CABLE-HOW TO READ PIN/PROGRAM KEY (AUTOPROPAD BASIC)",bypass,AutoProPAD,Jeep|Dodge|Chrysler|Ram,,2018,2018,3,https://www.youtube.com/watch?v=4xxMkw0UNdc
ar_bQGb2hiw,Bypass Gateway Cable Location for 2019 Jeep Cherokee Limited....,bypass,,Jeep,,2019,2019,1,https://www.youtube.com/watch?v=ar_bQGb2hiw
IviWy_I_AvQ,2018 Jeep Renegade SGW,bypass,,Jeep,Renegade,2018,2018,1,https://www.youtube.com/watch?v=IviWy_I_AvQ
OcPvFUPN-x8,Autel MaxiSYS How To Use SGW Secure Gateway Access FCA Chrysler Jeep Dodge Fiat Vehicles,bypass,Autel,Jeep|Dodge|Chrysler|Ram|Fiat,1500,,,1,https://www.youtube.com/watch?v=OcPvFUPN-x8
2KMlRvD_VIA,(636) CY24-CV Lishi Picking & Decoding a Chrysler Jeep Dodge Lock,lishi,Lishi,Jeep|Dodge|Chrysler,,,,1,https://www.youtube.com/watch?v=2KMlRvD_VIA
ltoM4XisJZ0,Jeep Compass 2021 - New Key - SmartPro & ADC2012 Cable,other,Smart Pro,Jeep,Compass,2012,2021,1,https://www.youtube.com/watch?v=ltoM4XisJZ0
-1VKKTkU-NE,"P0513 Code: Invalid Immobilizer Key – Causes, Symptoms & Fix",other,,Jeep,,,,1,https://www.youtube.com/watch?v=-1VKKTkU-NE
TAaZcM0YTHg,How I Programmed a Dodge/Chrysler/Jeep Key/Fobik key in Minutes with the Autel KM100,other,Autel,Jeep|Dodge|Chrysler|Ram,,,,1,https://www.youtube.com/watch?v=TAaZcM0YTHg
ktd0nxdGIDw,2021 Jeep Cherokee,other,,Jeep,,2021,2021,1,https://www.youtube.com/watch?v=ktd0nxdGIDw
yFAEM3n-6Xs,Fuse box location and diagrams: Jeep Grand Cherokee (WL; 2021-2023),other,,Jeep|Ram,Grand Cherokee,2021,2023,1,https://www.youtube.com/watch?v=yFAEM3n-6Xs
CNwWHbK4bJk,Resetting your RF Hub after a Push Button Conversion (or you just had to replace the hub),other,,Jeep|Dodge,Stelvio,,,8,https://www.youtube.com/watch?v=CNwWHbK4bJk
EEdb4_TfN44,CAN-C Star Connector Gremlin Fix for JEEP JL/JT,other,,Jeep,Wrangler|Gladiator|GLE|GLA,,,1,https://www.youtube.com/watch?v=EEdb4_TfN44
THz8yT7ROKo,2022 Wrangler: Lost communication with RF HUB,other,,Jeep,Wrangler|Gladiator|GLE|GLA,2022,2022,2,https://www.youtube.com/watch?v=THz8yT7ROKo
BR0VzrEiIXI,Jeep Cherokee RF Hub Keyless Entry Fuse Relay Location Replacement 2014 2023,other,,Jeep,Wrangler|Gladiator|GLE|GLA,2014,2023,2,https://www.youtube.com/watch?v=BR0VzrEiIXI
ZGDYekifYAc,RF Hub Installation Location / Seat Removal,other,,Jeep,Wrangler|Gladiator|GLE|GLA|Stelvio,,,3,https://www.youtube.com/watch?v=ZGDYekifYAc
ibESE5fAGf4,I FIXED Jeep's Aux Battery Issue FOR GOOD!,other,,Jeep,Wrangler|Gladiator|GLE|GLA,,,1,https://www.youtube.com/watch?v=ibESE5fAGf4
3H3A6U-zk50,AUX battery delete: Solve Jeep JL/JT Battery Problems in 20 Minutes DIY,other,,Jeep,Wrangler|Gladiator|GLE|GLA,,,1,https://www.youtube.com/watch?v=3H3A6U-zk50
NPuoBQBs3Rg,2017 Jeep Wrangler Clutch Switch Replacement,other,,Jeep,Wrangler|Gladiator|GLE|GLA,2017,2017,1,https://www.youtube.com/watch?v=NPuoBQBs3Rg
vQYHQbuBPC4,Manual park override release Jeep JL Wrangler 8 speed trans,other,,Jeep,Wrangler|Gladiator|GLE|GLA,,,1,https://www.youtube.com/watch?v=vQYHQbuBPC4
12efoBsj0hA,Jeep Gladiator 2020 New Key - Star Connector - SmartPro,other,Smart Pro,Jeep,Gladiator|GLA,2020,2020,1,https://www.youtube.com/watch?v=12efoBsj0hA
lBWl4qy7WDY,Y160 Auto Key | 6 Things You Need to Know,other,,Jeep,,,,1,https://www.youtube.com/watch?v=lBWl4qy7WDY
sCgAdUnAGQg,Jeep Wrangler Star Connector Failure - No Start - Service Shifter - Stability Control,other,,Jeep|Ram,Wrangler|GLE,,,1,https://www.youtube.com/watch?v=sCgAdUnAGQg
3XMl8B9xJWY,2020 Jeep Wrangler JL Sport - Passive Entry - Customer Installation by infotainment.com,other,,Jeep,Wrangler|GLE,2020,2020,1,https://www.youtube.com/watch?v=3XMl8B9xJWY
lOOu2yY4MB4,2022+ Jeep Compass Smart Key | IM608 Pro II vs. WiTech | PIN Code Struggles!,pin_code,Autel,Jeep|Ram,Compass|GLE,2022,2022,2,https://www.youtube.com/watch?v=lOOu2yY4MB4
2N6N5FdK2sg,2021 Jeep Grand Cherokee L (WL) proximity key programming WiTech 2.0,programming,,Jeep|Ram,Grand Cherokee,2021,2021,2,https://www.youtube.com/watch?v=2N6N5FdK2sg
Gnm4VdDqcm4,RFHUB Programming and Algo scanning.,programming,,Jeep|Ram,,,,1,https://www.youtube.com/watch?v=Gnm4VdDqcm4
MiSzzliKEC0,2020 Jeep Gladiator in & out proximity programming via Smart Pro,programming,Smart Pro,Jeep|Ram,Gladiator|GLA,2020,2020,1,https://www.youtube.com/watch?v=MiSzzliKEC0
7UmNijyj0c0,Avoid Costly Mistakes: Xtool D8S Key Programming,programming,XTOOL,Jeep|Ram,,,,1,https://www.youtube.com/watch?v=7UmNijyj0c0
LutYO75REeE,2024 JEEP GLADIATOR KEY PROGRAMMING (UPDATE VIDEO),programming,,Jeep|Ram,Gladiator|GLA,2024,2024,1,https://www.youtube.com/watch?v=LutYO75REeE
1mTiFLHIB1M,"How to Locate the Security Gateway Module | 2018+ Dodge, Jeep, Chrysler, Fiat Key Programming",programming,,Jeep|Dodge|Chrysler|Ram|Fiat,Pathfinder,2018,2018,3,https://www.youtube.com/watch?v=1mTiFLHIB1M
-tqxo1c2j3c,2002 Jeep Grand Cherokee Key Programming & Pin Reading,programming,,Jeep|Ram,Transit|Grand Cherokee,,,1,https://www.youtube.com/watch?v=-tqxo1c2j3c
CLPe7C4E4ZE,2024 Jeep Wrangler proximity key programming via Smart Pro,programming,Smart Pro,Jeep|Ram,Wrangler|GLE,2024,2024,1,https://www.youtube.com/watch?v=CLPe7C4E4ZE
da6WuHgj7a0,(600) 2022 Jeep Compass SGM Location & Key Programming Autel iM508,programming,Autel,Jeep|Ram,Compass,2022,2022,1,https://www.youtube.com/watch?v=da6WuHgj7a0
XgAaWHfEOF4,18 Jeep Renegade Prox Key Programming With Hi-Lo Data Line Info IM508 Autel Locksmith #locksny,programming,Autel,Jeep|Ram,Renegade,,,1,https://www.youtube.com/watch?v=XgAaWHfEOF4
v_ynAEpVHAY,How To Remove 2022-2026 Jeep Grand Cherokee Overhead Console.,tutorial,,Jeep,Grand Cherokee,2022,2026,1,https://www.youtube.com/watch?v=v_ynAEpVHAY
ZvjCyt7AAqQ,How to Locate the 12+8 Connector on a Jeep Grand Cherokee | Quick Guide,tutorial,,Jeep,Grand Cherokee,,,1,https://www.youtube.com/watch?v=ZvjCyt7AAqQ
FRD_-4C0LWk,How to Program Jeep Grand Cherokee Key Fob,tutorial,,Jeep|Ram,Grand Cherokee,,,1,https://www.youtube.com/watch?v=FRD_-4C0LWk
M3FKOJMuxw4,"How To Fix Grand Cherokee “Key Fob Not Detected” – Battery, RFHUB & Antenna Reset",tutorial,,Jeep,Grand Cherokee,,,1,https://www.youtube.com/watch?v=M3FKOJMuxw4
oiIO7-JT0nk,How to Latch a Jeep Wrangler Soft Top,tutorial,,Jeep,Wrangler|Gladiator|GLE|GLA,,,1,https://www.youtube.com/watch?v=oiIO7-JT0nk
_ydFnHYT_T4,How To Program Jeep Wrangler Key Fob – Remote Pairing (JK/JL),tutorial,,Jeep|Ram,Wrangler|Gladiator|GLE|GLA,,,1,https://www.youtube.com/watch?v=_ydFnHYT_T4
soOkhxTQ4uc,Lowering Soft Top | How To | 2023 Jeep Wrangler,tutorial,,Jeep,Wrangler|Gladiator|GLE|GLA,2023,2023,1,https://www.youtube.com/watch?v=soOkhxTQ4uc
sKbn9YdUAV0,"How To Fix 2024 Jeep Grand Cherokee “Key Fob Not Detected” – Battery, RF Hub & Antenna Check",tutorial,,Jeep,Grand Cherokee,2024,2024,1,https://www.youtube.com/watch?v=sKbn9YdUAV0
E1udF9aHEes,Open your Kia Telluride / EV9 with a dead key fob or battery.,battery,,Kia|Ram,Telluride,,,2,https://www.youtube.com/watch?v=E1udF9aHEes
r3EWTc-cKuI,"2020 - 2022 Kia Telluride Key Not Detected - How To Start With Dead, Bad Key Fob Battery",battery,,Kia|Ram|Hyundai,Telluride,2020,2022,3,https://www.youtube.com/watch?v=r3EWTc-cKuI
vuffSe5POG4,How to start Kia Sportage with dead key fob battery,battery,,Kia,Sportage,,,1,https://www.youtube.com/watch?v=vuffSe5POG4
XxB6og6LEdA,KIA Stonic Smart Key LF Antenna Diagnostics,diagnostic,,Kia|Ram,Telluride,,,2,https://www.youtube.com/watch?v=XxB6og6LEdA
ONzzXDrG5C8,Smart Key (Push Button) Diagnostics | Key Teaching | Neutralization | Antenna Status Check & More,diagnostic,,Kia|Ram,Telluride,,,2,https://www.youtube.com/watch?v=ONzzXDrG5C8
jB4D1NGVmDM,Why Your IM608 PRO Failed Adding a Key to a 2011 Kia Explained,other,Autel,Kia,Telluride,2011,2011,1,https://www.youtube.com/watch?v=jB4D1NGVmDM
CBgMOJBWWBU,Telluride ECU Removal,other,,Kia|Ram,Telluride,,,2,https://www.youtube.com/watch?v=CBgMOJBWWBU
r4KbnjdQDSg,How to Read Pin Code & Program 2022 KIA K5 proximity key w Smart Pro Programmer #locksmiths,pin_code,Smart Pro,Kia|Ram,Telluride,2022,2022,2,https://www.youtube.com/watch?v=r4KbnjdQDSg
_RFfNcxcnKw,Keytool Plus fail to read pin code 2021 Kia Telluride!,pin_code,,Kia|Ram,Telluride,2021,2021,2,https://www.youtube.com/watch?v=_RFfNcxcnKw
-wB1GfJUTYQ,KIA SLETOS KEY PROGRAMMING BY AUTEL IM508 VIA OBD #autel #keyprogramming #automobile #car #cars,programming,Autel,Kia|Ram,Telluride,,,1,https://www.youtube.com/watch?v=-wB1GfJUTYQ
LqhjvB02Veg,How to program new car key using XTool KC100 Key programmer,programming,XTOOL,Kia|Ram,Telluride,,,1,https://www.youtube.com/watch?v=LqhjvB02Veg
75GBlECIzfU,Programming a New Smart Key FOB for Your Car using XTOOL,programming,XTOOL,Kia|Ram|Mazda,Telluride,,,2,https://www.youtube.com/watch?v=75GBlECIzfU
5WBEhg3XpX8,2024 Kia Telluride Key Programming With Autel IM608,programming,Autel,Kia|Ram,Telluride,2024,2024,4,https://www.youtube.com/watch?v=5WBEhg3XpX8
OMyJC1qTTE0,Kia Sportage 2023 Bladed Key programming tutorial for the ASSET TDB1000 Key programming System.,programming,,Kia|Ram,Sportage,2023,2023,1,https://www.youtube.com/watch?v=OMyJC1qTTE0
4y9Gxmy7bGo,How to replace liftgate smart key antenna in Kia Sportage,tutorial,,Kia,Telluride|Sportage,,,1,https://www.youtube.com/watch?v=4y9Gxmy7bGo
wuVHqy7FE9U,How to Reset a Car Immobilizer Step by Step Guide to Fix Starting Issues,tutorial,,Kia,Telluride,,,1,https://www.youtube.com/watch?v=wuVHqy7FE9U
6ZUBsXjlPZE,Keyfob Tricks and Smart Parking in the Kia EV9 (and how to set them up),tutorial,,Kia|Ram,,,,1,https://www.youtube.com/watch?v=6ZUBsXjlPZE
WOiGN6YND90,How to Unlock Kia Telluride Manually,tutorial,,Kia|Ram,Telluride,,,2,https://www.youtube.com/watch?v=WOiGN6YND90
hUBwDAuFwOM,HOW TO PROGRAM A KEY FOR 2021-2023 KIA FORTE KEY IGNITION USING AUTEL IM508,tutorial,Autel,Kia|Ram,Telluride,2021,2023,2,https://www.youtube.com/watch?v=hUBwDAuFwOM
gu74riBEo30,"Autel IM608 XP400 PRO LAND ROVER RANGE ROVER SPORT All Keys Lost, BCM HACK! EASY!",akl,Autel,Land Rover,,,,1,https://www.youtube.com/watch?v=gu74riBEo30
wJ9NJ05Zwco,"LONSDOR K518USA-Land Rover 2018- ALL KEYS LOST,NEW KEY PROGRAMMING-turn on CC for english subtitles",akl,Lonsdor,Land Rover|Ram,,2018,2018,1,https://www.youtube.com/watch?v=wJ9NJ05Zwco
B8XTzFXbnnA,Autel IM608 XP400 | How to do All Keys Lost on 2018 Range Rover | Training 2020,akl,Autel,Land Rover|Cadillac|Tesla,Escalade,2018,2020,2,https://www.youtube.com/watch?v=B8XTzFXbnnA
dDYDh-mbfNs,How To Program 2022 Land Rover Defender Active Alarm All Keys Lost USA HW01 HW04 w Lock50 JLR Tool,akl,,Land Rover|Ram,,2022,2022,1,https://www.youtube.com/watch?v=dDYDh-mbfNs
JolOgDUjbIw,How To Program Spare or All keys Lost 2023 Land Rover Defender USA HW04 w Lock50 Fastest JLR Tool,akl,,Land Rover|Ram|Jaguar,,2023,2023,2,https://www.youtube.com/watch?v=JolOgDUjbIw
wvAgSY6vQic,Autel IM608 | How To Do All Keys Lost On 2012 Range Rover Sport | Training 2020,akl,Autel,Land Rover,,2012,2020,1,https://www.youtube.com/watch?v=wvAgSY6vQic
4WbhjTs_EmI,Range Rover - smart key not detected,emergency,,Land Rover,,,,1,https://www.youtube.com/watch?v=4WbhjTs_EmI
bI2DmLFDC70,“Smart Key not Recognized” warning in Range Rover: here's TSB,other,,Land Rover,,,,1,https://www.youtube.com/watch?v=bI2DmLFDC70
ECK3FTXGvDM,Range Rover L322 Common Rust Spots & Exterior Issues,other,,Land Rover,,,,1,https://www.youtube.com/watch?v=ECK3FTXGvDM
ajrqaa-Yyoc,2017 RANGE ROVER SPORT KVM LOCATION,other,,Land Rover,,2017,2017,1,https://www.youtube.com/watch?v=ajrqaa-Yyoc
eVoxrnGEmDw,Lonsdor K518 Pro Land Rover 2015 Car Not Start Solution,other,Lonsdor,Land Rover,,2015,2015,1,https://www.youtube.com/watch?v=eVoxrnGEmDw
92eG4xWRGD8,Range Rover Key Programming in Under 5 Minutes!?,programming,,Land Rover|Ram,,,,1,https://www.youtube.com/watch?v=92eG4xWRGD8
I3Pmkjzso_U,"2017 LAND ROVER DISCOVERY KEY PROGRAMMING USING AUTEL IM508, XP400 & AUTEL IKEY",programming,Autel,Land Rover|Ram,,2017,2017,1,https://www.youtube.com/watch?v=I3Pmkjzso_U
QxLH4-lYfkA,2003 Land Rover Discovery 3 remote programming via Smart Pro!,programming,Smart Pro,Land Rover|Ram,,,,1,https://www.youtube.com/watch?v=QxLH4-lYfkA
LiEc1zk1XCg,How to Perform a Land Rover Battery Reset in Less than 40 Seconds,tutorial,,Land Rover,,,,1,https://www.youtube.com/watch?v=LiEc1zk1XCg
F8AQKKDdibM,"2022 LEXUS RX350 - How To Unlock, Open & Start With Dead Remote Key Fob Battery Not Working",battery,,Lexus,X3,2022,2022,1,https://www.youtube.com/watch?v=F8AQKKDdibM
QuGhfYcH-Ss,How To Start A 2016 - 2022 Lexus RX350 With KEY NOT DETECTED - Dead RX 350 Remote Key Fob Battery,battery,,Lexus,X3,2016,2022,1,https://www.youtube.com/watch?v=QuGhfYcH-Ss
h1lLGFk1ZBY,2016-2022 Lexus RX350 RX450h Key Fob Transmitter Battery DIY Replacement Instructions,other,,Lexus,X3,2016,2022,1,https://www.youtube.com/watch?v=h1lLGFk1ZBY
TLu2ocChGGU,2008 Lexus RX350 Used ECM,other,,Lexus,X3,,,1,https://www.youtube.com/watch?v=TLu2ocChGGU
5HInTukpOvY,2024 Lexus RX350; 1 Digital working key & all others lost via Smart Pro!,other,Smart Pro,Lexus,X3,2024,2024,1,https://www.youtube.com/watch?v=5HInTukpOvY
87tp5byOmo8,Lonsdor K518 SKE-LT Smart Key Emulator Binding,other,Lonsdor,Lexus|Kia|Ram,Telluride,,,3,https://www.youtube.com/watch?v=87tp5byOmo8
9Q1gIVM65So,Lexus NX/RX/RZ Frozen Handles: Official Fix Released!,other,,Lexus,,,,1,https://www.youtube.com/watch?v=9Q1gIVM65So
G3sZlKI1R2o,Lexus LS460 Mark Levinson Amplifier failure problem cause RESOLVED!,other,,Lexus,,,,1,https://www.youtube.com/watch?v=G3sZlKI1R2o
O0hrEfLEQc8,How-To Use Valet Mode | Lexus,other,,Lexus,,,,1,https://www.youtube.com/watch?v=O0hrEfLEQc8
VRTsmeTYVbo,Lexus! RX350 2021 Smart Key Programming Made Easy (Autel IM608 Pro II,programming,Autel,Lexus|Ram,X3,2021,2021,1,https://www.youtube.com/watch?v=VRTsmeTYVbo
BzgwfAEt8Gw,LEXUS GX460 UPGRADE KEYFOB TO SMART KEY CARD DIY PROGRAMMING,programming,,Lexus|Ram,,,,1,https://www.youtube.com/watch?v=BzgwfAEt8Gw
QYity0aDfIw,Lexus RX 350 - Glovebox Security System Explanation - DIY how to Learning Tutorial,tutorial,,Lexus,,,,1,https://www.youtube.com/watch?v=QYity0aDfIw
KpvmRJwpXxY,How to connect the ADC-2021 Cable to the CERT Module on the 2022 Lexus LX600 - Quick & Easy Guide,tutorial,,Lexus|Toyota,,2021,2022,2,https://www.youtube.com/watch?v=KpvmRJwpXxY
vC6wUdTPt5k,How to Replace Lincoln Aviator Key Fob Battery,battery,,Lincoln,Aviator,,,1,https://www.youtube.com/watch?v=vC6wUdTPt5k
ZGQF4AQmPAU,2019 - 2024 Lincoln Key Fob Battery Replacement - EASY DIY,battery,,Lincoln,,2019,2024,1,https://www.youtube.com/watch?v=ZGQF4AQmPAU
GtS-PyWFxbg,SecuriCode® Keyless Entry Keypad | Lincoln,door_code,,Lincoln,,,,1,https://www.youtube.com/watch?v=GtS-PyWFxbg
C4S9XC2YIzQ,Lincoln Navigator Memory Seats,other,,Lincoln,Navigator,,,1,https://www.youtube.com/watch?v=C4S9XC2YIzQ
SQINPBMPOOg,"2024 Genesis GV60 - Face Unlock, Fingerprint Start & Goodbye Key Fob!",other,,Lincoln|Genesis,,2024,2024,1,https://www.youtube.com/watch?v=SQINPBMPOOg
0PrBDVfUzPk,What is Lincoln® Light Touch Handle Electronic Door System? | How-To | Lincoln,other,,Lincoln|Genesis,,,,1,https://www.youtube.com/watch?v=0PrBDVfUzPk
ztCC22YyJrw,2024 Lincoln Nautilus - How do I get the code for the Keypad on the driver door? #shorts,other,,Lincoln|Genesis,,2024,2024,1,https://www.youtube.com/watch?v=ztCC22YyJrw
DVMhgtZEK_o,Power Door | Genesis G90 | How-To | Genesis USA,other,,Lincoln|Genesis,,,,1,https://www.youtube.com/watch?v=DVMhgtZEK_o
Eyivhll4x4A,How to Find Your Lincoln Nautilus Door Key Code (2024–2026 Models) — Free & Easy Tutorial,tutorial,,Lincoln,,2024,2026,1,https://www.youtube.com/watch?v=Eyivhll4x4A
ILQMebZtEiw,How to Use Fingerprint Reader & Face Connect | Genesis GV60,tutorial,,Lincoln|Genesis,,,,1,https://www.youtube.com/watch?v=ILQMebZtEiw
lQw8xd-Lbrk,Mazda 3 (2021) Add Key Autel IM508/608 OTOFIX IM1,add_key,Autel,Mazda,Mazda3,2021,2021,1,https://www.youtube.com/watch?v=lQw8xd-Lbrk
3ceO4k_SKBU,2020 Mazda CX30 All Keys Lost- Key programming using MZ001 and AVDI,akl,,Mazda|Ram,X3,2020,2020,2,https://www.youtube.com/watch?v=3ceO4k_SKBU
Qrgv9PLckL0,HOW TO PROGRAM A KEY ON 2020 MAZDA CX-30 AKL AND ADD KEY USING AUTEL IM508,akl,Autel,Mazda|Ram,,2020,2020,2,https://www.youtube.com/watch?v=Qrgv9PLckL0
Sz79NVA30Rk,2023 Mazda CX-5 All Keys Lost using Autel IM608 and Universal iKey,akl,Autel,Mazda,CX-5,2023,2023,1,https://www.youtube.com/watch?v=Sz79NVA30Rk
dREB34c8j9E,How to convert the Mazda Immobilizer code word if security bypass fails!,bypass,,Mazda|Ram,,,,4,https://www.youtube.com/watch?v=dREB34c8j9E
WGS_cJn74wo,How to Start Mazda 3 and CX-30 When The Smart Key Battery Is Dead,emergency,,Mazda|Ram,Mazda3,,,1,https://www.youtube.com/watch?v=WGS_cJn74wo
vy3pdkyAAQc,(449) MAZ24 Lishi Picking & Decoding a Mazda Lock,lishi,Lishi,Mazda,,,,1,https://www.youtube.com/watch?v=vy3pdkyAAQc
twvXTyqLvF4,2004-2013 MAZDA 3 PROGRAM REMOTE & KEY (ON-BOARD/AUTOPROPAD),other,AutoProPAD,Mazda|Ram,Mazda3,2013,2013,1,https://www.youtube.com/watch?v=twvXTyqLvF4
4fll0CxB404,2009 Mazda 6 proximity adding a key via Smart Pro,other,Smart Pro,Mazda,,,,1,https://www.youtube.com/watch?v=4fll0CxB404
rsj3Dr5n52Y,2025 Mazda Miata Soft Top vs. Miata RF | Which MX-5 Is Right for You?,other,,Mazda|Ram,,2025,2025,1,https://www.youtube.com/watch?v=rsj3Dr5n52Y
1fwEWWf5sdM,KM100 PATS Issues for 2019 Mazda CX 9 Key Registration,other,Autel,Mazda,,2019,2019,1,https://www.youtube.com/watch?v=1fwEWWf5sdM
05Rx9hdBvM4,Program Your Mazda Key Fob at Home (Easy),other,,Mazda|Ram,,,,1,https://www.youtube.com/watch?v=05Rx9hdBvM4
R4iVENjumIs,PROGRAM MAZDA REMOTE 3/5/CX7/CX9 (ON-BOARD),other,,Mazda|Ram,,,,1,https://www.youtube.com/watch?v=R4iVENjumIs
AbON7WhSeGM,2004 Mazda RX8 Keyless Remote Replacement - Under $20 Fix,other,,Mazda,,,,1,https://www.youtube.com/watch?v=AbON7WhSeGM
NvcLO4K2Csc,Using the Xtool D8 to program Remote Key Fob and Immobilizer!,other,XTOOL,Mazda|Ram,,,,1,https://www.youtube.com/watch?v=NvcLO4K2Csc
FoYqs_s0-gk,Lonsdor program 2020 Mazda 3Free PIN code via OBD / קידוד מפתח חכם מאזדה עם לונסדור,pin_code,Lonsdor,Mazda|Ram,Mazda3,2020,2020,1,https://www.youtube.com/watch?v=FoYqs_s0-gk
22nqob7cy74,2023 Mazda CX-50 proximity key programming!,programming,,Mazda|Ram,CX-5,2023,2023,1,https://www.youtube.com/watch?v=22nqob7cy74
a_H1FT-Pdk4,2024 Mazda CX-30 proximity key programming using MDRS,programming,,Mazda|Ram,,2024,2024,1,https://www.youtube.com/watch?v=a_H1FT-Pdk4
PylP27FMQKA,Mazda Key Programming Hack Using MDARS (Anyone Can Do It),programming,,Mazda|Ram,,,,1,https://www.youtube.com/watch?v=PylP27FMQKA
JUVS2mXs8jM,Mazda 2 2019 Proximity Key Programming Tutorial,programming,,Mazda|Ram,,2019,2019,1,https://www.youtube.com/watch?v=JUVS2mXs8jM
CylsMtMWXgk,Programming the remote control key fob on the Mazda Miata NB2 and NC,programming,,Mazda|Ram,,,,1,https://www.youtube.com/watch?v=CylsMtMWXgk
y2P021t-z4k,“Add a Smart Key to Mazda in Minutes! | Autel KM100 Step-by-Step Guide”,tutorial,Autel,Mazda|Ram,,,,1,https://www.youtube.com/watch?v=y2P021t-z4k
8LsbtQulVwE,How To Fix “In-Vehicle Network Malfunction” Warning In Mazda – Causes & Solutions,tutorial,,Mazda|Ram,,,,1,https://www.youtube.com/watch?v=8LsbtQulVwE
24IXmBr3tA4,"Mazda Remote Program How To, Mazda 3, Mazda 6, RX8, Miata, CX7",tutorial,,Mazda|Ram,Mazda3,,,1,https://www.youtube.com/watch?v=24IXmBr3tA4
cPb5b4-NQBU,"2025 MAZDA CX-5 | How To Unlock, Open & Start With Dead Battery Or Remote Key Fob Not Working",tutorial,,Mazda|Ram,CX-5,2025,2025,1,https://www.youtube.com/watch?v=cPb5b4-NQBU
kCRP95eEYoA,How To Unlock & Open With Dead Battery Or CX 30 Remote Key Fob Not Working,tutorial,,Mazda|Ram,,,,1,https://www.youtube.com/watch?v=kCRP95eEYoA
Kxcj3X7kc7c,How to DIY Replace or Change 2025 Mazda CX-50 Key Fob Remote Battery,tutorial,,Mazda,CX-5,2025,2025,1,https://www.youtube.com/watch?v=Kxcj3X7kc7c
IpcoZGgkWGU,How to FIX Mazda Key Fob Not Detected Message,tutorial,,Mazda,,,,1,https://www.youtube.com/watch?v=IpcoZGgkWGU
moxk6NI_4Zo,How to program new key fob on 2013 Mazda 5 with Autel scanner,tutorial,Autel,Mazda|Ram,,2013,2013,1,https://www.youtube.com/watch?v=moxk6NI_4Zo
tcD6jiCfq08,How to program EZS MERCEDES KEY with Xhorse Key tool Plus (Add Key Function),add_key,Xhorse,Mercedes-Benz|Ram,,,,2,https://www.youtube.com/watch?v=tcD6jiCfq08
xlpnH4M_r6A,(5/6) Autel IM608 Pro | All Keys Lost for a Mercedes,akl,Autel,Mercedes-Benz|Ram|GMC,Yukon,,,3,https://www.youtube.com/watch?v=xlpnH4M_r6A
rhQnemwdwJc,How To Program Mercedes-Benz All Keys Lost with Autel G-BOX3 + IM508S,akl,Autel,Mercedes-Benz|Ram,X3,,,1,https://www.youtube.com/watch?v=rhQnemwdwJc
HIWmA7mtSes,How To Replace Mercedes Benz Key in 5 minutes w Autel IM608 Pro 2 Key Programmer All Keys Lost,akl,Autel,Mercedes-Benz|Ram,,,,2,https://www.youtube.com/watch?v=HIWmA7mtSes
7NpTa66MsIY,How To Program Mercedes Benz | All Keys Lost - Autel IM608 [ Pro Key Programmers and Diagnostics ],akl,Autel,Mercedes-Benz|Ram,,,,1,https://www.youtube.com/watch?v=7NpTa66MsIY
nhIqVzSajg0,Mercedes W221 All Key Lost | VVDI MB Tool Programming Guide,akl,Xhorse,Mercedes-Benz|Ram,,,,1,https://www.youtube.com/watch?v=nhIqVzSajg0
JKdufHpvFWo,Mercedes W209 EIS All Keys Lost with VVDI Prog and VVDI MB Tool,akl,Xhorse,Mercedes-Benz,,,,1,https://www.youtube.com/watch?v=JKdufHpvFWo
v652Ahvf9FU,Introduction to the Smart Pro ADC-2600 Mercedes all keys lost cable kit,akl,Smart Pro,Mercedes-Benz,,,,1,https://www.youtube.com/watch?v=v652Ahvf9FU
goC70J1f8_8,"Open and Start Mercedes-Benz GLE, GLS (2019+) and G-Class (2024+) SUVs models with a dead key fob.",battery,,Mercedes-Benz,E-Class|GLE,2019,2024,1,https://www.youtube.com/watch?v=goC70J1f8_8
s7bJrYwgUMg,Starting a Mercedes Benz with a Dead Key Fob,battery,,Mercedes-Benz,E-Class|GLE,,,1,https://www.youtube.com/watch?v=s7bJrYwgUMg
cJp_Stc2fk4,How to change the Key Fob Battery on 2017 - 2020 Mercedes,battery,,Mercedes-Benz,E-Class|GLE,2017,2020,1,https://www.youtube.com/watch?v=cJp_Stc2fk4
zZe2FSS23KE,Mercedes Benz Key Battery Replacement 2021 or Newer,battery,,Mercedes-Benz,E-Class|GLE,2021,2021,1,https://www.youtube.com/watch?v=zZe2FSS23KE
